"","x","Mean","Sd","Min","Max","q05","q25","q50","q75","q95","output","time","source"
"CO1",1,0.00154279740996214,0.00167413698021379,-0.00823256226898977,0.00462375374489482,0.000272427208295049,0.00127950319541481,0.00166591674609004,0.00197690384847478,0.00327772714035924,"CO",NA,"baseline_nephrons"
"CO24",24,-0.235375878539464,0.00641489068491937,-0.24555960322426,-0.203712705424074,-0.242325067075284,-0.239327035095711,-0.235991386361241,-0.233064991004704,-0.227533833338766,"CO",NA,"baseline_nephrons"
"CO168",168,-0.0499494747805736,0.00908681402132238,-0.0632133142258638,0.000415380361951541,-0.0579575142383915,-0.0538178739923517,-0.0512230170310839,-0.0490825612411744,-0.0435048013655792,"CO",NA,"baseline_nephrons"
"CO720",720,-0.00345244896186565,0.0171395271893221,-0.114425164295513,0.0191554604954205,-0.00918546547059235,-0.00307431364692284,-0.00132447857216278,0.000261726443841524,0.00838122813005001,"CO",NA,"baseline_nephrons"
"mean_arterial_pressure_MAP1",1,-0.00428557273579817,0.00695660545380416,-0.0286521443642112,0.013703332165313,-0.0120787253071748,-0.00758928949773981,-0.00473242443333556,-0.00233984011057864,0.00978429366390801,"mean_arterial_pressure_MAP",NA,"baseline_nephrons"
"mean_arterial_pressure_MAP24",24,-0.346683285597412,0.0315648083343149,-0.469365092138989,-0.193410385587437,-0.370222918511701,-0.353172134068932,-0.346619038317938,-0.338499158920014,-0.330152747613415,"mean_arterial_pressure_MAP",NA,"baseline_nephrons"
"mean_arterial_pressure_MAP168",168,-0.554755582931886,0.0248913185568703,-0.600349338912128,-0.473021819779067,-0.582314165024223,-0.574216375585802,-0.560500274952089,-0.539883830130532,-0.514174566217137,"mean_arterial_pressure_MAP",NA,"baseline_nephrons"
"mean_arterial_pressure_MAP720",720,-0.61637867290437,0.0684042687198637,-0.898216633653472,-0.318408642669003,-0.647160249078946,-0.6396802096951,-0.626337212678985,-0.593375007425001,-0.562080355116824,"mean_arterial_pressure_MAP",NA,"baseline_nephrons"
"LV_mass1",1,2.19477978547387e-05,0.00102017092983195,-0.0044584397005525,0.00462143785860507,-0.00065093226494256,-0.000198380442613775,8.14225571887787e-05,0.000230481533302705,0.000855663157130257,"LV_mass",NA,"baseline_nephrons"
"LV_mass24",24,-0.0635124327109425,0.00818198840763268,-0.0765603165507126,-0.0173270759582088,-0.069168442327034,-0.066991433647617,-0.0640332404772241,-0.0626146059758424,-0.0549766357459955,"LV_mass",NA,"baseline_nephrons"
"LV_mass168",168,-0.447698835363907,0.0231914536989049,-0.482153458376142,-0.405038030944357,-0.480009593505184,-0.469478948783768,-0.44972451788001,-0.428202422965973,-0.408998453597368,"LV_mass",NA,"baseline_nephrons"
"LV_mass720",720,-0.777325970288729,0.0459966707312258,-0.859355624341888,-0.664898550818163,-0.852933552355888,-0.808181829273639,-0.775850329622838,-0.751085360758258,-0.703510855543091,"LV_mass",NA,"baseline_nephrons"
"EDV_h_wall1",1,-0.000425982980105339,0.0024298872069753,-0.0151064911780507,0.0015940285337164,-0.00252438110500802,-0.000351984692645564,7.41111227793016e-05,0.000420842828267277,0.0010860565676854,"EDV_h_wall",NA,"baseline_nephrons"
"EDV_h_wall24",24,0.116548620037228,0.0082990579120245,0.104977352552817,0.164309189964499,0.10724275025397,0.112190929612122,0.116791067990344,0.119228987963374,0.122514286794102,"EDV_h_wall",NA,"baseline_nephrons"
"EDV_h_wall168",168,-0.289452896805763,0.015389316500165,-0.353690897029935,-0.247631361320039,-0.308462371076754,-0.294280843856512,-0.291302544499677,-0.281182682675233,-0.272721878091244,"EDV_h_wall",NA,"baseline_nephrons"
"EDV_h_wall720",720,-0.614027473164897,0.0304501029538181,-0.706456930048256,-0.543183948392766,-0.655531378460272,-0.633401506168926,-0.612750189333086,-0.593569904930076,-0.56616597104198,"EDV_h_wall",NA,"baseline_nephrons"
"ejection_fraction1",1,0.00619034680056388,0.0197104048960567,-0.108069040013295,0.0341893489813233,-0.0108110319654254,0.00750919677960829,0.00920929928816117,0.0124528421803286,0.0156129191076257,"ejection_fraction",NA,"baseline_nephrons"
"ejection_fraction24",24,0.0864265984699552,0.0198874402836705,0.0281955155672062,0.168641734503059,0.0606836991664721,0.0762767944832161,0.0855719510120241,0.0989473945899109,0.105154232931229,"ejection_fraction",NA,"baseline_nephrons"
"ejection_fraction168",168,0.0942754088369101,0.0361739666368857,-0.0388933206689821,0.257060092974797,0.0575989131321917,0.0803365652578982,0.0895350403649845,0.114128795548446,0.125426664289986,"ejection_fraction",NA,"baseline_nephrons"
"ejection_fraction720",720,-0.00676080636120735,0.117246892848029,-0.745673527500146,0.328969129412243,-0.0283329499742228,-0.00583744374195543,0.000605068304315042,0.0099601459693701,0.0249601634470457,"ejection_fraction",NA,"baseline_nephrons"
"GFR_ml_min1",1,0.255190656771136,0.0261575218910117,0.145803619457715,0.326813607107232,0.230413783732444,0.237833054707299,0.253028044831828,0.274849139713518,0.278699467743643,"GFR_ml_min",NA,"baseline_nephrons"
"GFR_ml_min24",24,0.281875747072336,0.0568616910101133,0.0445188548679877,0.522341143784644,0.236643702884861,0.267227293482339,0.286578554177072,0.301330980197656,0.317261520845727,"GFR_ml_min",NA,"baseline_nephrons"
"GFR_ml_min168",168,-0.353590392478898,0.0513455914314539,-0.45421189956732,-0.0988504185502601,-0.43550021905009,-0.367315256395759,-0.348201737565627,-0.337745225236009,-0.312410026372647,"GFR_ml_min",NA,"baseline_nephrons"
"GFR_ml_min720",720,-0.536804433093993,0.113800015503805,-1.03186355008928,-4.91790330381519e-05,-0.606457622496673,-0.544177017994882,-0.532170664343948,-0.518539725556185,-0.499283946292424,"GFR_ml_min",NA,"baseline_nephrons"
"CO11",1,3.31832040193135e-05,0.00271687728078215,-0.0143306797841602,0.0108367249321742,-0.0014668839046983,-0.000381261002012909,3.08405358970414e-05,0.000440334502940394,0.00177941694480765,"CO",NA,"gamma"
"CO241",24,0.0124096456299807,0.00383212965886208,-0.00809552292380441,0.0226490273740007,0.00985069385917268,0.0119006687697807,0.0125836782473056,0.0132196961747498,0.0168729564341822,"CO",NA,"gamma"
"CO1681",168,0.00277575144230487,0.00979711495450677,-0.0248738643565333,0.0612030640489892,-0.00245909907902664,0.00109068675709834,0.0019932726694172,0.00312848187107614,0.00828080638955627,"CO",NA,"gamma"
"CO7201",720,0.00026656246064375,0.0131013903907816,-0.0601803832483803,0.0618104791030562,-0.00667840579700315,-0.00181115567079415,0.000151041299869761,0.00229361771727401,0.00925642378211358,"CO",NA,"gamma"
"mean_arterial_pressure_MAP11",1,0.0021082242586512,0.0152111772938206,-0.0174090274256015,0.0920306289501313,-0.007642555438045,-0.00304191462367089,0.000221989150035175,0.00173423207142261,0.0152285314888589,"mean_arterial_pressure_MAP",NA,"gamma"
"mean_arterial_pressure_MAP241",24,0.018829204937772,0.0237303303846613,-0.0477082040997715,0.139437874756194,-0.00788579332714911,0.0122085238336334,0.0190545725331176,0.0217113695474222,0.040730003373779,"mean_arterial_pressure_MAP",NA,"gamma"
"mean_arterial_pressure_MAP1681",168,0.0270880757865993,0.0162467398356168,-0.0433921537381016,0.0986438349679784,0.0169788938855404,0.0235680370476719,0.0258408943842281,0.0282882609672609,0.0483080043361235,"mean_arterial_pressure_MAP",NA,"gamma"
"mean_arterial_pressure_MAP7201",720,0.0299325959443286,0.0703812437496129,-0.272222978512942,0.363841213327768,-0.0160685953190567,0.017639262655238,0.0288073217820816,0.0391619009927265,0.090734812311949,"mean_arterial_pressure_MAP",NA,"gamma"
"LV_mass11",1,0.000195689105369819,0.00227068136826095,-0.00478961943544263,0.0148661507114144,-0.000762569250493479,-0.000212407483626843,5.78625807817954e-08,0.000192550937401664,0.000785400954470715,"LV_mass",NA,"gamma"
"LV_mass241",24,0.00331132234138372,0.00551893231031038,-0.0185517861974053,0.022669426823247,-0.00174080310261434,0.0018062454975326,0.00356094175355343,0.00458649889860686,0.00826254362518027,"LV_mass",NA,"gamma"
"LV_mass1681",168,0.0238254136533378,0.0200573900326763,0.00609380862305684,0.158832754446935,0.0152940318164543,0.0192126521581741,0.0211634005383151,0.0226796722877116,0.0312792847348363,"LV_mass",NA,"gamma"
"LV_mass7201",720,0.0317420044326889,0.0248440158429249,-0.110609967377547,0.0753630944395512,0.0153447833125104,0.0324882768231422,0.0350291648202441,0.0373476950824831,0.0473086554431948,"LV_mass",NA,"gamma"
"EDV_h_wall11",1,0.000300948506043722,0.0019203795752576,-0.00721693177771913,0.00935767767822259,-0.0013748659513921,-0.000134938681118834,0.000299620965770043,0.000693075832731002,0.00157887252338842,"EDV_h_wall",NA,"gamma"
"EDV_h_wall241",24,-0.00452942424101045,0.0144341092078375,-0.0664652481883137,0.072398997802933,-0.0109226373181867,-0.00560133442065668,-0.0046601931541538,-0.00413128922737569,0.00161085682592286,"EDV_h_wall",NA,"gamma"
"EDV_h_wall1681",168,0.0161388658703337,0.0269521092788469,-0.0429061744339348,0.185577741907931,-0.00202741921738428,0.0104382606056075,0.0139331648802823,0.0168589553416922,0.0265957889094936,"EDV_h_wall",NA,"gamma"
"EDV_h_wall7201",720,0.0247216513710168,0.023108729252904,-0.108185004499444,0.0678055163123754,0.0129510158832269,0.0253551906995465,0.0278079828419864,0.0295805078623492,0.0381984656917582,"EDV_h_wall",NA,"gamma"
"ejection_fraction11",1,-0.00338595611380218,0.0297098839358297,-0.191828149582135,0.0640910517271011,-0.0116459128289965,-0.00262659008181197,-0.000328951045083782,0.00268913258489775,0.0104413240724829,"ejection_fraction",NA,"gamma"
"ejection_fraction241",24,-0.00317804119510388,0.0352096553870698,-0.143301836104052,0.189167157915986,-0.0244347046538539,-0.00759256235107761,-0.00523471592448971,-0.00190808398568308,0.0178023529972337,"ejection_fraction",NA,"gamma"
"ejection_fraction1681",168,-0.00483117428817891,0.028162217473987,-0.130283043886669,0.0665475038318741,-0.0396851972452114,-0.00919666591788952,-0.00481114140951121,0.00230290862111871,0.0352309913545646,"ejection_fraction",NA,"gamma"
"ejection_fraction7201",720,-0.00566954386819965,0.0499405017362485,-0.300453639346149,0.115662275914729,-0.0324610804064494,-0.00807317638888986,-0.00180715380941676,0.00785662816559307,0.0260339124270709,"ejection_fraction",NA,"gamma"
"GFR_ml_min11",1,-0.26056912165947,0.0240000968099911,-0.290530652943196,-0.133895549323801,-0.280436760364932,-0.275790512795682,-0.269457288653384,-0.25041849856913,-0.236142388239822,"GFR_ml_min",NA,"gamma"
"GFR_ml_min241",24,-0.258144088801886,0.042503847476381,-0.445871264523753,-0.10800704682255,-0.291087964428582,-0.276871272181508,-0.257741716301247,-0.240646452316215,-0.214557571838929,"GFR_ml_min",NA,"gamma"
"GFR_ml_min1681",168,-0.235708441602781,0.0475787346694324,-0.344893615793013,0.0585632773030331,-0.265879749780791,-0.248219934525259,-0.241911440121649,-0.232390806380954,-0.211592513242841,"GFR_ml_min",NA,"gamma"
"GFR_ml_min7201",720,-0.237427011311586,0.117151384779851,-0.871094560794576,0.0981677261591321,-0.319882482980715,-0.259047499621436,-0.232251224026122,-0.207200923281943,-0.122765575641723,"GFR_ml_min",NA,"gamma"
"CO12",1,0.000247492988522197,0.00244744199071617,-0.00394119749750083,0.0141984959394063,-0.00215086479990565,-0.00052323947931991,-5.82383874090751e-05,0.000513740460116165,0.00157904994674046,"CO",NA,"glucose_concentration"
"CO242",24,0.00786029082409546,0.00557156673811753,0.00010829781483413,0.0298145544866435,0.00378248184982745,0.00445418625352911,0.00715450550479841,0.00900517231644814,0.0190076356102883,"CO",NA,"glucose_concentration"
"CO1682",168,0.00150209540685615,0.00661091805654152,-0.0349163728675985,0.0189040639683784,-0.00404956106008636,0.000909378908055635,0.00167076468494074,0.00285606742197274,0.00692981804571755,"CO",NA,"glucose_concentration"
"CO7202",720,-0.000436346970502636,0.00762742961970102,-0.0438103520620298,0.0185353434213241,-0.00661544032348539,-0.00162363374041624,7.91992515586992e-05,0.00204144063088819,0.00693387372749633,"CO",NA,"glucose_concentration"
"mean_arterial_pressure_MAP12",1,-5.69337122275095e-05,0.0216722752361794,-0.100446175977928,0.111608779352462,-0.00559542728933574,-0.00171820110450115,7.02478009012065e-05,0.00159999956818013,0.00455776882968415,"mean_arterial_pressure_MAP",NA,"glucose_concentration"
"mean_arterial_pressure_MAP242",24,0.0131647480226384,0.0308814689834503,-0.0279352371649095,0.208303193478898,-0.00455083510772866,0.000787884950186657,0.0116978399543085,0.0163115841256239,0.0297414641741102,"mean_arterial_pressure_MAP",NA,"glucose_concentration"
"mean_arterial_pressure_MAP1682",168,0.0173434395242416,0.0241311852846657,-0.115109284658734,0.105923679192388,0.00813064975153361,0.0119517475493261,0.0172412271269585,0.0207892514608576,0.0361567877838772,"mean_arterial_pressure_MAP",NA,"glucose_concentration"
"mean_arterial_pressure_MAP7202",720,0.0172703693857491,0.0610028062140422,-0.261684694757779,0.281576055016853,-0.0269130468761953,0.00429230143999885,0.0165037901161503,0.0346633717399472,0.0555222728423378,"mean_arterial_pressure_MAP",NA,"glucose_concentration"
"LV_mass12",1,7.2722751682909e-06,0.00105283786651686,-0.00459718662758771,0.00481346349627877,-0.000897130937076784,-0.00018818177088981,8.03452046869226e-05,0.000183524065790176,0.00079166820947539,"LV_mass",NA,"glucose_concentration"
"LV_mass242",24,0.000485395078711703,0.00729307932224649,-0.0447507974493324,0.00775881581747802,-0.00596214265063397,-0.000173732233973515,0.0013173280561428,0.00348185055060105,0.00535471870155468,"LV_mass",NA,"glucose_concentration"
"LV_mass1682",168,0.0140424123345921,0.0085177334388425,-0.00169732667302415,0.0547558849920435,0.0058505415684876,0.00904758390992235,0.0137796035658013,0.0168222121331036,0.0261407960461924,"LV_mass",NA,"glucose_concentration"
"LV_mass7202",720,0.0247992640508944,0.0152279680899231,-0.0260849320450421,0.0751228662550947,0.00973071163762528,0.0134363889599919,0.0278822463139052,0.0316262612376844,0.0458836284422738,"LV_mass",NA,"glucose_concentration"
"EDV_h_wall12",1,0.000146916093922566,0.0017032091906386,-0.00433276967135079,0.0097199144128621,-0.00190570202207287,-0.000227355558074338,-1.18978784757725e-05,0.000317780468151588,0.00165636199567224,"EDV_h_wall",NA,"glucose_concentration"
"EDV_h_wall242",24,-0.00445089236662555,0.00780124542664355,-0.0466615098917019,0.00552220998875924,-0.0112755819214856,-0.00538928490480261,-0.00287795750241115,-0.00132879265683823,0.000625531082610029,"EDV_h_wall",NA,"glucose_concentration"
"EDV_h_wall1682",168,0.00951848443612247,0.0198549082847114,-0.0658911836128504,0.102898270915729,-0.00332721488545399,0.00648884030659384,0.00856655870214926,0.011259376522222,0.025840572383837,"EDV_h_wall",NA,"glucose_concentration"
"EDV_h_wall7202",720,0.0196185461411129,0.0144571423298652,-0.0421495798049561,0.0683756601933365,0.00760153823186699,0.0113805156624339,0.0222310812496241,0.0251775867812954,0.0370937398744513,"EDV_h_wall",NA,"glucose_concentration"
"ejection_fraction12",1,-0.000157156031641269,0.0156835076786169,-0.0681701324162246,0.076043180972628,-0.00892270494552711,-0.00336654433358324,0.000720671543434831,0.00309286530083822,0.00674503673106914,"ejection_fraction",NA,"glucose_concentration"
"ejection_fraction242",24,-0.00722286008085029,0.0408715395483771,-0.283803899656697,0.0351121084803194,-0.0133221614134669,-0.00491917858558919,-0.00184402294923168,0.000662039419529424,0.0111252114288475,"ejection_fraction",NA,"glucose_concentration"
"ejection_fraction1682",168,-0.00767791385723933,0.0359668445124435,-0.195055525524503,0.0868771114466261,-0.060548791650766,-0.00842953531142131,-0.00165061009494473,0.00258169275881239,0.0232981650343877,"ejection_fraction",NA,"glucose_concentration"
"ejection_fraction7202",720,0.00414993707739261,0.0486233490070376,-0.137857679067694,0.26641924587831,-0.0263151140807567,-0.00782929802539437,0.000591859344052114,0.00688732294015576,0.047822646356121,"ejection_fraction",NA,"glucose_concentration"
"GFR_ml_min12",1,0.0810887073726735,0.0492337506509369,-0.0352042459909062,0.264809602166407,0.0309784022222756,0.0373907109791347,0.0979333469573894,0.118944455664928,0.122398567122719,"GFR_ml_min",NA,"glucose_concentration"
"GFR_ml_min242",24,0.100114626571447,0.0805220523837129,-0.031467984551523,0.537219655431937,0.0376411446148792,0.0426243800300897,0.112056458793079,0.131468629072758,0.162101730137944,"GFR_ml_min",NA,"glucose_concentration"
"GFR_ml_min1682",168,0.115373945103461,0.0707406821796262,-0.287708805072194,0.251404964657464,0.0617380094742493,0.0844772725386849,0.132833585316564,0.143154103345903,0.18109226001444,"GFR_ml_min",NA,"glucose_concentration"
"GFR_ml_min7202",720,0.128356124281763,0.0976424430442085,-0.0980428891799931,0.621244114095053,0.0526201805432302,0.069019165973718,0.128527258502155,0.170942855697941,0.202183081470843,"GFR_ml_min",NA,"glucose_concentration"
"CO13",1,-0.000212502381046378,0.00104541125248301,-0.00180271125665745,0.00397941106041014,-0.00145401276785539,-0.000906377001394943,-0.000418707839128994,0.000214628983688539,0.00131672682855629,"CO",NA,"Na_intake_rate"
"CO243",24,0.0253419064318371,0.00198086484638308,0.0182881292994156,0.0307565204791068,0.0222947120980266,0.0240573589003037,0.0256876803680075,0.0264612636103656,0.0278250809102746,"CO",NA,"Na_intake_rate"
"CO1683",168,0.00462498976563913,0.00678134529381278,-0.0366965412185456,0.0186256773592615,-0.000109994612777682,0.00352257090658962,0.00577482406916572,0.00687558778671587,0.0102577813955904,"CO",NA,"Na_intake_rate"
"CO7203",720,-0.000430122441026143,0.0083079859114789,-0.0429537982556935,0.0218502980354431,-0.00896119457234559,-0.00179483855579138,-0.000606004950671584,0.0017757433540081,0.00699363297153784,"CO",NA,"Na_intake_rate"
"mean_arterial_pressure_MAP13",1,-0.00099739283991984,0.00723675109284608,-0.0349243597220227,0.0129115988504777,-0.0108014310564713,-0.00174246522995989,0.000214333103206051,0.00186699372939442,0.00619624551720811,"mean_arterial_pressure_MAP",NA,"Na_intake_rate"
"mean_arterial_pressure_MAP243",24,0.03365433713686,0.0402155018862161,-0.205328811015308,0.101610070415018,-0.00695744916309223,0.0367535964058664,0.0400997009699168,0.0444191339862213,0.0569076298935385,"mean_arterial_pressure_MAP",NA,"Na_intake_rate"
"mean_arterial_pressure_MAP1683",168,0.0588118895549048,0.0342941717959499,-0.16961658203061,0.0967679289842073,0.0494550442661122,0.0583680378986891,0.0627860440679085,0.0679346624365001,0.0762203508889731,"mean_arterial_pressure_MAP",NA,"Na_intake_rate"
"mean_arterial_pressure_MAP7203",720,0.0628372254837144,0.0395556007765797,-0.134367481310698,0.171881069089277,0.0129899976822807,0.0567745592840579,0.0672723599210528,0.0761375141767616,0.0962817481039488,"mean_arterial_pressure_MAP",NA,"Na_intake_rate"
"LV_mass13",1,0.000117203865573087,0.000559501551270317,-0.000666418550110857,0.00224587666592124,-0.000435018472787791,-0.000174936463295767,2.23423434726827e-05,0.000148972350421153,0.00133722277890507,"LV_mass",NA,"Na_intake_rate"
"LV_mass243",24,0.00643575903534088,0.00642816677322847,-0.0236841001376261,0.0325754816681801,0.0015112866405692,0.00524695155293641,0.00653372629690717,0.0078314075093474,0.00946107360213858,"LV_mass",NA,"Na_intake_rate"
"LV_mass1683",168,0.051788745941267,0.0110385498366634,0.0375059420088023,0.113672117771724,0.04171882167937,0.0471677653168625,0.0503504969330305,0.0532950470237657,0.0578228084264355,"LV_mass",NA,"Na_intake_rate"
"LV_mass7203",720,0.0850609470652939,0.0128533160905335,0.0297312013204391,0.141925450477305,0.0762971432402929,0.0805252567707802,0.0845942873135572,0.0874060163628814,0.100771463040996,"LV_mass",NA,"Na_intake_rate"
"EDV_h_wall13",1,-1.40301876826404e-05,0.00128106832549235,-0.00629035642082556,0.00342494195325343,-0.00152990547566713,-0.000148254989587614,2.91299828564641e-05,0.000406653831922758,0.00130974368877597,"EDV_h_wall",NA,"Na_intake_rate"
"EDV_h_wall243",24,-0.0146120460702856,0.00606853262007014,-0.0426936035958258,-0.00330532787471229,-0.0180806455525797,-0.0151195317201707,-0.0142482162026058,-0.0133771081228165,-0.00782515953525467,"EDV_h_wall",NA,"Na_intake_rate"
"EDV_h_wall1683",168,0.0340110324121936,0.0190926369503768,-0.0386984887036994,0.126432411391971,0.0203530983799104,0.0300707780020672,0.0332056913812694,0.0369078761178474,0.0449992994691187,"EDV_h_wall",NA,"Na_intake_rate"
