"","x","Mean","Sd","Min","Max","q05","q25","q50","q75","q95","output","time","source"
"GFR_ml_min18",1,0.406683908455724,0.0151134665953565,0.391641531124068,0.484319407215466,0.394481287560919,0.39971534573292,0.403090438133104,0.406490174964195,0.430574696430633,"GFR_ml_min",NA,"nom_Kf"
"GFR_ml_min248",24,0.407167655999229,0.030220850065297,0.319331363578966,0.561165779156977,0.383686128188671,0.396392696330883,0.401473785444836,0.413890376469748,0.443721312567363,"GFR_ml_min",NA,"nom_Kf"
"GFR_ml_min1688",168,0.376971181909768,0.0326054334938007,0.30727400269596,0.557422071084248,0.340474243481693,0.361775736467259,0.377342999286606,0.389792133231259,0.399183862351849,"GFR_ml_min",NA,"nom_Kf"
"GFR_ml_min7208",720,0.369413945412125,0.140835265686429,-0.251275204150721,1.0841607153746,0.292422976055415,0.357805025653395,0.368176784487794,0.377570121354141,0.436510281735354,"GFR_ml_min",NA,"nom_Kf"
"CO19",1,-0.000386474938444285,0.00355221743309753,-0.0188662342154275,0.0135718818210065,-0.00220877920791354,-0.000796478288612806,-0.00046957696840674,5.33119595378427e-05,0.00139444638901798,"CO",NA,"nom_preafferent_arteriole_resistance"
"CO249",24,0.0592620234024309,0.00779533741754828,0.0083799039153615,0.0693653618365631,0.0566892585691155,0.0584852229175427,0.0598733833028973,0.061829896677657,0.0638445921240556,"CO",NA,"nom_preafferent_arteriole_resistance"
"CO1689",168,0.0116746917809896,0.00930472292147321,-0.0424288929256726,0.0384852319161982,0.0041479254068582,0.0104009424732122,0.011932128902589,0.014602220214245,0.0164272504157789,"CO",NA,"nom_preafferent_arteriole_resistance"
"CO7209",720,0.00068412332820327,0.00750812670866299,-0.0213240280111999,0.0379555487209361,-0.00801960839068872,-0.000936421904409632,0.00102278358989282,0.0023192051466091,0.00813512565058381,"CO",NA,"nom_preafferent_arteriole_resistance"
"mean_arterial_pressure_MAP19",1,0.00334586252252634,0.0170491759835194,-0.0609518408317739,0.0983000447058397,-0.00237937329471231,-0.000142109202539885,0.00185687278454887,0.00380604294325561,0.0143805839131356,"mean_arterial_pressure_MAP",NA,"nom_preafferent_arteriole_resistance"
"mean_arterial_pressure_MAP249",24,0.0906794284943949,0.0224254838974804,0.0415470208667272,0.221897992752814,0.0710751082373264,0.0851256513691555,0.0883306962358504,0.0914796392612989,0.112706561339551,"mean_arterial_pressure_MAP",NA,"nom_preafferent_arteriole_resistance"
"mean_arterial_pressure_MAP1689",168,0.139761589772445,0.0142673655070432,0.0799670040348344,0.207694968715757,0.130053595032172,0.134947165090434,0.139877362014558,0.144902440319369,0.147164343971228,"mean_arterial_pressure_MAP",NA,"nom_preafferent_arteriole_resistance"
"mean_arterial_pressure_MAP7209",720,0.157884246518749,0.06188136705822,0.00562421248056904,0.511756923038742,0.104960252643614,0.147958854487266,0.155341288944308,0.160612325400446,0.200352033982478,"mean_arterial_pressure_MAP",NA,"nom_preafferent_arteriole_resistance"
"LV_mass19",1,7.42200282689927e-05,0.00113014185109795,-0.00492190725697486,0.00478038379023941,-0.000828788034074235,-0.000176496442277171,-3.44025745113726e-05,0.000223318073808901,0.00149929072736686,"LV_mass",NA,"nom_preafferent_arteriole_resistance"
"LV_mass249",24,0.0159567922222959,0.00372737253679236,-0.00145365130906953,0.0278451761245952,0.0115387220945019,0.0154011919656024,0.0161675965861846,0.0169545018445772,0.0208772404647535,"LV_mass",NA,"nom_preafferent_arteriole_resistance"
"LV_mass1689",168,0.112308831764924,0.0166196135904324,0.0198855180915565,0.150164755240189,0.104398604939037,0.108907312002345,0.111675112722137,0.117229414790549,0.132108045766471,"LV_mass",NA,"nom_preafferent_arteriole_resistance"
"LV_mass7209",720,0.19105308957524,0.0104083791504736,0.169748828223683,0.207625424037476,0.172655496375717,0.184887970681639,0.187048350818848,0.20225443387771,0.206210949260996,"LV_mass",NA,"nom_preafferent_arteriole_resistance"
"EDV_h_wall19",1,0.00031791090535814,0.00176680136422941,-0.00503436446730607,0.00662760726411179,-0.00120080950611917,-0.000309778854085,5.75440290886622e-05,0.000380155167971494,0.00393272616902781,"EDV_h_wall",NA,"nom_preafferent_arteriole_resistance"
"EDV_h_wall249",24,-0.0288801148967427,0.00830498183540735,-0.0742515083274389,-0.00759013628025166,-0.0341513894357176,-0.0295223452742533,-0.0288517126711748,-0.0277074826614778,-0.0230815445955679,"EDV_h_wall",NA,"nom_preafferent_arteriole_resistance"
"EDV_h_wall1689",168,0.0737504473052915,0.0270059582414903,-0.0568862224921663,0.184895665047936,0.0572487737093219,0.0680458006506956,0.0726301558139574,0.0787308835712748,0.0968164771860704,"EDV_h_wall",NA,"nom_preafferent_arteriole_resistance"
"EDV_h_wall7209",720,0.150818519522503,0.0104872439578669,0.114104767629335,0.165886235556831,0.135273142488898,0.145015810697633,0.14809361388568,0.160706349752776,0.164215831565755,"EDV_h_wall",NA,"nom_preafferent_arteriole_resistance"
"ejection_fraction19",1,-0.0069922957409167,0.0127413071873848,-0.0658391042270832,0.00511539972888676,-0.0185833027080864,-0.00776919211761282,-0.00357449375682693,-0.00153907649584219,-1.10617315324931e-05,"ejection_fraction",NA,"nom_preafferent_arteriole_resistance"
"ejection_fraction249",24,-0.0231370611428409,0.0209365456744573,-0.128297339121424,0.0150792922080785,-0.0572225186285393,-0.0232686540852839,-0.0207360712346765,-0.0163523431759911,-0.00596667524551699,"ejection_fraction",NA,"nom_preafferent_arteriole_resistance"
"ejection_fraction1689",168,-0.022132113734899,0.0466147231709467,-0.297904279104713,0.0850974393802181,-0.0411977334769944,-0.0287188727977806,-0.0211119315368382,-0.0119287697939741,0.0214616988478819,"ejection_fraction",NA,"nom_preafferent_arteriole_resistance"
"ejection_fraction7209",720,-0.00276647801184578,0.0373103065200736,-0.193065508847022,0.114701690752307,-0.054911896421473,-0.00518550819161637,0.00153949498385504,0.00654853584994866,0.0257574715632398,"ejection_fraction",NA,"nom_preafferent_arteriole_resistance"
"GFR_ml_min19",1,-0.225464343609393,0.0317269875799325,-0.368085578881322,-0.0711404545411242,-0.24017104121448,-0.235095110223327,-0.227305441381462,-0.215460865915252,-0.209116439960231,"GFR_ml_min",NA,"nom_preafferent_arteriole_resistance"
"GFR_ml_min249",24,-0.233759516728089,0.0312372881392445,-0.329691691661823,-0.0915976025456162,-0.265661989940422,-0.246444905136609,-0.237216876551303,-0.225589997609561,-0.204274336873999,"GFR_ml_min",NA,"nom_preafferent_arteriole_resistance"
"GFR_ml_min1689",168,-0.078279488076635,0.0403386123138023,-0.234901688763087,0.127485859181903,-0.106336494859826,-0.0936042092308612,-0.0845317733117395,-0.0623609656738695,-0.0579957765324274,"GFR_ml_min",NA,"nom_preafferent_arteriole_resistance"
"GFR_ml_min7209",720,-0.0354331753684851,0.104450537225333,-0.433550311459023,0.478770990499012,-0.132546140485341,-0.0417792831231234,-0.0308640429869749,-0.0184793485248695,0.0438368415249159,"GFR_ml_min",NA,"nom_preafferent_arteriole_resistance"
"CO110",1,-0.000158914802481617,0.00156566796140244,-0.00607229262113884,0.00690056726996843,-0.001958821543457,-0.000591891406304902,-9.63769049136405e-05,0.000358422647835457,0.00139895216976841,"CO",NA,"nom_water_intake"
"CO2410",24,0.00411788895881518,0.00614388083430846,-0.0201791878163809,0.0371584715545238,0.000814048439172618,0.00295228570322195,0.00377588666451148,0.00495683340640633,0.00694999908834253,"CO",NA,"nom_water_intake"
"CO16810",168,0.000124737936741876,0.0043788109201393,-0.0167516901990152,0.00971304059463511,-0.00653244098931501,-0.000411471570760062,0.000458001619057988,0.00146699907976745,0.00596390879193953,"CO",NA,"nom_water_intake"
"CO72010",720,-0.00121664748416638,0.00904930082698197,-0.0517335322859673,0.017900683181693,-0.00677540880400778,-0.00207427209510628,-2.01242479876923e-06,0.00129953545200947,0.00624294906436419,"CO",NA,"nom_water_intake"
"mean_arterial_pressure_MAP110",1,0.00124586897552036,0.007068877130761,-0.0238302554452592,0.0319437569336848,-0.00689981259304539,-0.000972620123690384,0.000563477167282817,0.00259733377266847,0.0106113667256636,"mean_arterial_pressure_MAP",NA,"nom_water_intake"
"mean_arterial_pressure_MAP2410",24,0.000757615653411728,0.0239722122674776,-0.0700781765436173,0.118612169719576,-0.0137257754389558,-0.00636584006721259,-0.00226985125579685,0.0015730415148671,0.0361741547577891,"mean_arterial_pressure_MAP",NA,"nom_water_intake"
"mean_arterial_pressure_MAP16810",168,-0.00158568856211314,0.0127770235268984,-0.0631827625569195,0.0303242938641693,-0.0191999248519804,-0.00330528737011828,-0.000437680339377693,0.00260913634718975,0.0124874381568699,"mean_arterial_pressure_MAP",NA,"nom_water_intake"
"mean_arterial_pressure_MAP72010",720,-0.000158923201908401,0.073407713425657,-0.326543015076616,0.341647990339768,-0.0361120389088513,-0.0149730913909539,-0.000578083761968162,0.0100085937454352,0.0583277140034226,"mean_arterial_pressure_MAP",NA,"nom_water_intake"
"LV_mass110",1,-0.000108752588287134,0.000955881349928106,-0.00525438044617735,0.00158386539774222,-0.000591895005683078,-0.000168977815754175,-5.62240087617049e-05,0.000159139210508635,0.000808618576337273,"LV_mass",NA,"nom_water_intake"
"LV_mass2410",24,0.00284268565502694,0.00604704706961695,-0.0204489578889709,0.0345097653229547,-0.0013401434493596,0.00130690954466446,0.00270337915915586,0.00368695713223918,0.00780259174658366,"LV_mass",NA,"nom_water_intake"
"LV_mass16810",168,0.00192512568014424,0.00901806899571704,-0.010061825260509,0.0498485395376002,-0.00493128302126129,-0.00185745205924213,9.95506244553939e-05,0.00208507657693481,0.0120563713401464,"LV_mass",NA,"nom_water_intake"
"LV_mass72010",720,-0.0007634892537794,0.014405443487189,-0.0481459140697994,0.0532713871958251,-0.0147551248524316,-0.0037161017202636,-0.000746595313358806,0.00274058562063164,0.014053237535144,"LV_mass",NA,"nom_water_intake"
"EDV_h_wall110",1,-0.000483795554350098,0.0025001679415906,-0.0146964511126179,0.00457128080547919,-0.00292147142183358,-0.000479137577833747,2.25613675921447e-05,0.000337622446747219,0.00095918266548423,"EDV_h_wall",NA,"nom_water_intake"
"EDV_h_wall2410",24,0.00508333525212882,0.0114970718283615,-0.0239173400619344,0.0730036077392256,-0.00553318415573224,0.00381934092371781,0.00509499652302372,0.00578677053504368,0.0100352632039822,"EDV_h_wall",NA,"nom_water_intake"
"EDV_h_wall16810",168,0.00163255867997517,0.0194189145606268,-0.0679753192006638,0.0984827859266747,-0.00990098629434261,-0.00230898486237662,7.31081206702792e-05,0.00202837455349774,0.0182572711149761,"EDV_h_wall",NA,"nom_water_intake"
"EDV_h_wall72010",720,-0.000968087978682174,0.0131312087078275,-0.0471959986837873,0.0451935347710935,-0.0157018486190214,-0.00358642402356365,-0.000659320215885903,0.00219497218453465,0.0135410107425704,"EDV_h_wall",NA,"nom_water_intake"
"ejection_fraction110",1,4.85411219719239e-05,0.0148265063351547,-0.0554207453528191,0.0572284495837635,-0.00959247822781247,-0.00366684178325612,-0.00113572347217354,0.000829869143934778,0.0159763138371023,"ejection_fraction",NA,"nom_water_intake"
"ejection_fraction2410",24,0.0104845132952431,0.0367100885084418,-0.0224569626049443,0.225809916326297,-0.00835858715987226,-0.00029977521446657,0.00338578946340886,0.00656539040166113,0.0394267487732827,"ejection_fraction",NA,"nom_water_intake"
"ejection_fraction16810",168,0.00052582181345554,0.052426394303239,-0.206557514343437,0.187491778260724,-0.0645525285102867,-0.00781324179776574,0.000471113705742586,0.00787937863072245,0.0519883146205671,"ejection_fraction",NA,"nom_water_intake"
"ejection_fraction72010",720,-0.000246534049517361,0.0462582190777237,-0.193726159378169,0.186712684528762,-0.040492522552736,-0.0084186420238547,-0.00177107636725608,0.00582390944626772,0.0370953373419326,"ejection_fraction",NA,"nom_water_intake"
"GFR_ml_min110",1,-0.00986680482563655,0.0105756536423762,-0.0499647633361551,0.0238068011911909,-0.0242348664095816,-0.0140573610021715,-0.0100214193963215,-0.00548597895207521,0.00406083702478955,"GFR_ml_min",NA,"nom_water_intake"
"GFR_ml_min2410",24,0.0508485127413932,0.0468831127799816,-0.0750245249716041,0.309384935645633,0.0237243171559551,0.0382714934613922,0.0478820911016986,0.0540633407313184,0.100321603340518,"GFR_ml_min",NA,"nom_water_intake"
"GFR_ml_min16810",168,-0.00588224815581111,0.0287969087311659,-0.164336802569319,0.0383333381811289,-0.046171952157695,-0.00615809487030185,-0.00189826780977813,0.00412299983156403,0.0221221974428491,"GFR_ml_min",NA,"nom_water_intake"
"GFR_ml_min72010",720,-0.000277822740568388,0.114058523605141,-0.550089017303276,0.473434997962561,-0.0646949941882683,-0.0221871678361193,-0.000616830968728257,0.0200204390961,0.104306683173479,"GFR_ml_min",NA,"nom_water_intake"
"CO111",1,0.000121151264636583,0.00260255350267962,-0.0112681379272051,0.00982397273100438,-0.00146523689862076,-0.000468764940665059,6.47951932604716e-05,0.000459508265309216,0.00275548043700366,"CO",NA,"tubular_compliance"
"CO2411",24,0.000610937956610408,0.00483587762884217,-0.0311153833999953,0.00693799261457529,-0.00127667735134857,0.000377496928629174,0.00103010017102295,0.0016105091147375,0.00440767926021913,"CO",NA,"tubular_compliance"
"CO16811",168,0.000210810564262703,0.00904555301885129,-0.0379277064705018,0.0479244777102384,-0.00419880408392016,-0.00100695530571251,9.86927734191113e-05,0.00119020027710081,0.00387363135105756,"CO",NA,"tubular_compliance"
"CO72011",720,-8.99684102496733e-05,0.0111327269554267,-0.051089917614695,0.0513506233012354,-0.0105981873455615,-0.00190017408379792,0.000353597034622293,0.00197818416875975,0.00778256623514313,"CO",NA,"tubular_compliance"
"mean_arterial_pressure_MAP111",1,0.000672560366842843,0.0115848422194696,-0.0224810453027979,0.0624149538514164,-0.0132104198728163,-0.00261284899782671,0.000126487651696804,0.00211936799701912,0.0166944362792268,"mean_arterial_pressure_MAP",NA,"tubular_compliance"
"mean_arterial_pressure_MAP2411",24,0.00295394902698354,0.0147955142880182,-0.0362681707754786,0.0541300281380694,-0.0119738334100191,-0.00285783412116053,0.00138825267722714,0.00552248503068237,0.0365699294249405,"mean_arterial_pressure_MAP",NA,"tubular_compliance"
"mean_arterial_pressure_MAP16811",168,0.00802851684823352,0.023776160470932,-0.0216543731439273,0.145660128246059,-0.00634670337254995,0.00116646413671731,0.00278115280612199,0.00655430311853693,0.0332662468968979,"mean_arterial_pressure_MAP",NA,"tubular_compliance"
"mean_arterial_pressure_MAP72011",720,0.000684683691028868,0.0748003231657591,-0.410192793444521,0.27538209574767,-0.0423549300809473,-0.00670495592784481,0.00352457757600429,0.0131508267475535,0.0472493743359599,"mean_arterial_pressure_MAP",NA,"tubular_compliance"
"LV_mass111",1,-9.5476627672924e-07,0.00104813841400117,-0.00475652184776323,0.00463455609448912,-0.00085873975835024,-0.000166525305271564,6.86851079381649e-05,0.000182298856125039,0.000845397033978057,"LV_mass",NA,"tubular_compliance"
"LV_mass2411",24,0.000643398346568657,0.00783159879185535,-0.0254830460297891,0.0458927173628821,-0.00371286113699619,-0.000770483213359023,-1.00507368525533e-05,0.000772966399355416,0.00637707304530603,"LV_mass",NA,"tubular_compliance"
"LV_mass16811",168,0.00282051774931334,0.00961595546715428,-0.0311372146554583,0.050157452455977,-0.00416529467406431,0.000611779973423181,0.00230704149908296,0.00430099007968505,0.00710516993342965,"LV_mass",NA,"tubular_compliance"
"LV_mass72011",720,0.000401323123267945,0.020774804627226,-0.120159493465129,0.0198239343178552,-0.00523630725263006,0.00102310588894376,0.00314274554181788,0.00545104265915745,0.0167531175423221,"LV_mass",NA,"tubular_compliance"
"EDV_h_wall111",1,-0.000200272341999826,0.00166963719814126,-0.00942900130751381,0.00238443885655856,-0.00198324702465419,-0.000220864706430556,-2.662471734015e-05,0.000244182308976295,0.00172268072605685,"EDV_h_wall",NA,"tubular_compliance"
"EDV_h_wall2411",24,-0.00125964464443369,0.00658206856876159,-0.035424699145057,0.0167588042109022,-0.00828951781781004,-0.00125919817795219,-0.000562360960427024,0.000535591824632355,0.00342443850102191,"EDV_h_wall",NA,"tubular_compliance"
"EDV_h_wall16811",168,0.00132204061761994,0.0154058082927764,-0.0806669359971148,0.0621989133999011,-0.00690537999377872,-0.0010044019508515,0.00212689508373038,0.00390839676324848,0.01288493855937,"EDV_h_wall",NA,"tubular_compliance"
"EDV_h_wall72011",720,3.39860322513175e-06,0.0197823562092208,-0.117838913990593,0.0188562492488717,-0.00348728790252123,0.000770503134955612,0.00225694101926758,0.00439891665339635,0.0158788173048439,"EDV_h_wall",NA,"tubular_compliance"
"ejection_fraction111",1,0.00113944087402173,0.0106920382172207,-0.0325828436481128,0.0487174597300204,-0.00973609725692286,-0.00233997930098997,-0.000164632087215877,0.00304408686343198,0.0156499392745136,"ejection_fraction",NA,"tubular_compliance"
"ejection_fraction2411",24,0.00277837870570216,0.028290776386693,-0.0374421806157836,0.187718867663125,-0.0201469586713323,-0.00264703265886425,0.00109057690776723,0.00368563551564528,0.0117728730631579,"ejection_fraction",NA,"tubular_compliance"
"ejection_fraction16811",168,-0.0018528128233446,0.0426716984310105,-0.198802166773697,0.147746460607271,-0.043715248347233,-0.00953896380406767,0.00306317315699461,0.00700759556842142,0.0520161197398885,"ejection_fraction",NA,"tubular_compliance"
"ejection_fraction72011",720,-0.00410957517084523,0.0375219582173724,-0.202074870666326,0.0656954273185653,-0.0358206333273926,-0.00709427998464007,-0.000487240426060208,0.00920285183877818,0.0308663574044547,"ejection_fraction",NA,"tubular_compliance"
"GFR_ml_min111",1,-0.0253795914621522,0.0185222047685839,-0.0704544507176949,0.0788036277399274,-0.0454108043863182,-0.0284340862154781,-0.0264851486549079,-0.0236474187940101,-0.00835113685470949,"GFR_ml_min",NA,"tubular_compliance"
"GFR_ml_min2411",24,-0.0194658094514023,0.0375486981602202,-0.116870933764318,0.166217790368784,-0.0496546389621931,-0.0330805683391882,-0.0244323254564561,-0.0166329872711485,0.0485143197591967,"GFR_ml_min",NA,"tubular_compliance"
"GFR_ml_min16811",168,-0.0208778563429341,0.0175070978906153,-0.0827751904502445,0.0421481554937525,-0.0386235308518028,-0.0261257999947311,-0.0231027455446732,-0.0157956181774908,0.00692850098490189,"GFR_ml_min",NA,"tubular_compliance"
"GFR_ml_min72011",720,-0.0267863419226767,0.130071127996066,-0.73080882244711,0.444092823206927,-0.11538645096324,-0.0401574403547027,-0.0239568426556994,-0.00455047506694526,0.0563795188896903,"GFR_ml_min",NA,"tubular_compliance"
